pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as,reversed_signposted_as,bikes_prohibited
U539P4,U539S1E1,U539N1,4,1,35,Metro B,"E1, ulice Spálená, Národní",0
U539P5,U539Z102P,U539N3,1,1,,"E1, ul. Spálená, Národní",,0
U539P6,U539Z101P,U539N3,1,1,,"E1, ul. Spálená, Národní",,0
U539P7,U539Z101P,U539Z102P,1,1,,,,0
U539P8,U539Z101P,U539N6,1,1,,"E2, ul. Lazarská, Vodičkova",,0
U539P9,U539Z102P,U539N6,1,1,,"E2, ul. Lazarská, Vodičkova",,0
U539P10,U539N4,U539N5,1,1,,"E2, ul. Lazarská, Vodičkova",Metro B,0
U539P13,U539S1E3,U539N2,1,1,,,Obchodní centrum,0
U106P1,U106S1E1,U106N2,2,1,,,,0
U106P3,U106N2,U106S1E1,4,0,25,,,0
U106P5,U106N1,U106N5,1,1,,,,0
U106P6,U106N2,U106N5,1,1,,,"E1, ulice Chilská, P+R",0
U106P8,U106S1E3,U106N6,1,1,,,,0
U106P9,U106N7,U106S1E2,4,0,30,,,0
U106P10,U106N5,U106N7,1,1,,E2 ulice Chilská,,0
U106P11,U106S1E6,U106N5,1,1,,,E2 -E3,0
U106P12,U106N5,U106N6,1,1,,E3 ulice Chilská,,0
U106P13,U106N3,U106N4,2,1,,E4,,0
U106P15,U106Z101P,U106N3,1,1,,"E1 - E5, ulice Chilská, P+R",,0
U106P16,U106Z102P,U106N3,1,1,,"E1 - E5, ulice Chilská, P+R",,0
U106P17,U106Z101P,U106Z102P,1,1,,,,0
U106P18,U106S1E5,U106N5,1,1,,,E5 ,0
U106P20,U106N3,U106N4,5,1,30,,,0
U106P21,U106N5,U106N9,1,1,,"E4, ulice Chilská",,0
U106P22,U106S1E4,U106N9,4,0,25,,,0
U106P23,U106S1E4,U106N9,5,1,40,,,0
U529P1,U529N2,U529N7,1,1,,E6 Libeňský most,,0
U529P2,U529N2,U529N8,1,1,,E5 ulice Zenklova,,0
U529P3,U529N1,U529N11,1,1,,E7 Výtah/Lift,,0
U529P4,U529N1,U529N10,1,1,,E9 ulice Na Žertvách,,0
U529P5,U529N1,U529N9,1,1,,E8 ulice Sokolovská,,0
U529P6,U529N4,U529N3,4,1,30,,,0
U529P7,U529N4,U529N3,5,1,60,,,0
U529P9,U529Z101P,U529N4,1,1,,"E5 - E9, ulice Zenklova",,0
U529P10,U529Z102P,U529N4,1,1,,"E5 - E9, ulice Zenklova",,0
U529P12,U529Z101P,U529Z102P,1,1,,,,0
U529P13,U529Z101P,U529N5,1,1,,"E1 - E4, BUS Terminal",,0
U529P14,U529Z102P,U529N5,1,1,,"E1 - E4, BUS Terminal",,0
U529P15,U529N5,U529N15,4,1,30,,,0
U529P16,U529S1E2,U529N12,2,1,,,,0
U529P17,U529S1E4,U529N12,2,1,,,,0
U529P18,U529N12,U529N13,1,1,,Metro B,E2 - E4 BUS Terminal,0
U529P19,U529N6,U529N13,1,1,,Metro B,E1 ulice Na Žertvách,0
U529P20,U529N6,U529S1E1,4,0,30,,,0
U529P21,U529S1E5,U529N8,2,1,,,,0
U529P22,U529S1E6,U529N7,2,1,,,,0
U529P23,U529S1E7,U529N11,5,1,60,,,0
U529P24,U529S1E8,U529N9,2,1,,,,0
U529P25,U529N10,U529S1E9,4,0,30,,,0
U529P26,U529N9,U529S1E8,4,0,30,,,0
U529P27,U529S1E3,U529N12,1,1,,Metro B,"E3, ulice Na Hrázi",0
U529P28,U529S1E1,U529N6,2,1,,,,0
U529P29,U529N12,U529S1E2,4,0,30,,,0
U529P30,U529S1E9,U529N10,2,1,,,,0
U385P1,U385S1E3,U385N4,5,1,80,,,0
U385P2,U385S1E4,U385N2,1,1,,,,0
U385P3,U385N1,U385N7,4,1,35,"ulice Na Pankráci, ulice Budějovická",,0
U385P5,U385N5,U385S1E1,4,0,25,E1 ulice Budějovická,,0
U385P6,U385N6,U385S1E2,4,0,25,,,0
U385P7,U385S1E2,U385N6,2,1,,,,0
U385P8,U385S1E1,U385N5,2,1,,,E1 ulice Budějovická,0
U385P9,U385N2,U385N5,1,1,,E1 - E2,,0
U385P10,U385N5,U385N6,1,1,,"E2 ulice Na Pankráci, ulice Hvězdova",,0
U385P11,U385Z101P,U385Z102P,1,1,,,,0
U385P14,U385Z101P,U385N1,1,1,,E1 - E2,,0
U385P15,U385Z102P,U385N1,1,1,,E1 - E2,,0
U385P16,U385N1,U385N3,1,1,,E3,,0
U507P13,U507N6,U507S1E2,7,0,,,,0
U507P2,U507Z101P,U507Z102P,1,1,,,,0
U507P3,U507Z101P,U507N1,1,1,,E1,,0
U507P4,U507Z102P,U507N1,1,1,,E1,,0
U507P5,U507Z102P,U507N2,1,1,,E2,,0
U507P6,U507Z101P,U507N2,1,1,,E2,,0
U507P7,U507N2,U507N3,5,1,110,,,1
U507P8,U507S1E4,U507N4,5,1,30,,,1
U507P9,U507N7,U507N5,1,1,,,,0
U507P10,U507N4,U507N7,1,1,,,,0
U507P11,U507S1E3,U507N5,2,1,,,,0
U597P1,U597Z101P,U597Z102P,1,1,,,,0
U597P2,U597Z101P,U597N1,1,1,,E1 - E3,,0
U597P3,U597Z102P,U597N1,1,1,,E1 - E3,,0
U597P4,U597S1E1,U597N3,2,1,,,,0
U597P5,U597S1E2,U597N3,4,1,25,,,0
U597P6,U597S1E3,U597N3,2,1,,,,0
U597P7,U597N1,U597N2,2,1,,,,0
U597P8,U597N4,U597N3,1,1,,,,0
U603P1,U603Z101P,U603N9,1,1,,E1 - E5 ulice Prosecká,,0
U603P2,U603Z102P,U603N8,1,1,,E1 - E5 ulice Prosecká,,0
U603P3,U603Z101P,U603N13,1,1,,E1 - E5 Výtah/Lift,,0
U603P4,U603Z102P,U603N15,1,1,,E1 - E5 Výtah/Lift,,0
U603P5,U603N6,U603N14,1,1,,,Vstup směr Letňany,0
U603P6,U603N7,U603N14,1,1,,,Vstup směr centrum Háje,0
U603P7,U603N4,U603N12,1,1,,,"BUS Vysočanská, Hostivař",0
U603P8,U603N3,U603N12,1,1,,,"Obchodní centrum, Jablonecká ulice, Park Přátelství",0
U603P9,U603N4,U603N5,1,1,,,,0
U603P10,U603N1,U603N12,1,1,,,"BUS Malešice, Hrdlořezy",0
U603P11,U603N1,U603N2,1,1,,,,0
U603P12,U603N6,U603N9,2,1,,,,0
U603P13,U603N7,U603N8,2,1,,,,0
U603P14,U603N6,U603N13,2,1,,,,0
U603P15,U603N7,U603N15,2,1,,,,0
U603P16,U603S1E5,U603N3,2,1,,,,0
U603P17,U603S1E1,U603N4,2,1,,,"BUS Kobylisy, Bohnice",0
U603P18,U603N13,U603N6,4,0,25,,,0
U603P19,U603N15,U603N7,4,0,25,,,0
U603P20,U603S1E7,U603N4,5,1,40,-1,0,0
U603P21,U603S1E7,U603N11,5,1,60,-2,0,0
U603P22,U603N4,U603N11,5,1,40,-2,-1,0
U603P23,U603S1E6,U603N3,5,1,40,0,-1,0
U603P24,U603S1E6,U603N10,5,1,60,0,-2,0
U603P25,U603N3,U603N10,5,1,40,-2,-1,0
U603P26,U603S1E4,U603N1,2,1,,,,0
U603P27,U603S1E3,U603N2,2,1,,,,0
U603P28,U603S1E2,U603N5,2,1,,,,0
U603P29,U603S1E31,U603N2,5,1,40,,,1
U603P30,U603S1E21,U603N5,5,1,40,,,1
U603P31,U603S1E41,U603N1,5,1,40,,,1
U957P1,U957Z101P,U957Z102P,1,1,,,,0
U957P2,U957Z101P,U957N1,1,1,,,,0
U957P3,U957Z102P,U957N1,1,1,,,,0
U957P4,U957S1E1,U957N3,1,1,,,,0
U957P5,U957N1,U957N2,2,1,,E1,,0
U818P1,U818N7,U818N1,1,1,,,,0
U818P2,U818N10,U818N2,1,1,,,,0
U818P3,U818N19,U818N12,1,1,,,,0
U818P4,U818N23,U818N13,1,1,,,,0
U818P5,U818N2,U818N3,2,1,,E2 - E3,,0
U818P6,U818N2,U818N4,2,1,,2. kolej - Černý Most,1. kolej - Zličín,0
U818P7,U818N1,U818N6,2,1,,2. kolej - Černý Most,1. kolej - Zličín,0
U818P8,U818N1,U818N5,2,1,,E2 - E3,,0
U818P9,U818S1E1,U818N1,1,1,,,,0
U818P10,U818S1E2,U818N6,1,1,,,,0
U818P11,U818S1E3,U818N4,1,1,,,,0
U818P12,U818S1E4,U818N2,1,1,,,,0
U818P13,U818S1E7,U818N5,1,1,,,,0
U818P14,U818S1E6,U818N3,1,1,,,,0
U818P15,U818S1E5,U818N3,1,1,,,,0
U818P16,U818N3,U818N5,1,1,,,,0
U601P1,U601N1,U601N2,2,1,,,,0
U601P2,U601N1,U601N2,5,1,55,,,0
U601P3,U601Z101P,U601Z102P,1,1,,,,0
U601P4,U601Z102P,U601N1,1,1,,E1 - E2 BUS Terminal,,0
U601P5,U601Z101P,U601N1,1,1,,E1 - E2 BUS Terminal,,0
U601P9,U601S1E2,U601N3,1,1,,,E2 BUS Terminal,0
U601P10,U601S1E1,U601N3,1,1,,,"E1 ul. Komárkova, Curlingová hala",0
U953P1,U953Z101P,U953N1,1,1,,,E1 - E4 ul. Na Padesátém,0
U953P7,U953N1,U953N3,2,1,,E1 - E4,,0
U953P9,U953N3,U953N4,1,1,,,,0
U953P10,U953N4,U953N5,2,1,,,,0
U953P11,U953N6,U953N5,6,0,,,,0
U953P12,U953N6,U953N7,1,1,,"E1 - E2 ul. Na Padesátém, Žernovská",,0
U953P13,U953N6,U953N9,1,1,,"E3 - E4 ul. Na Padesátém, Vyžlovská",,0
U953P14,U953S1E41,U953N9,1,1,,,E4 rampa/Ramp,0
U953P15,U953N7,U953S1E11,1,1,,,E1 rampa/Ramp,0
U953P16,U953S1E4,U953N9,2,1,,,"E4 BUS Malešice, Žižkov",0
U953P17,U953S1E3,U953N9,2,1,,,E3 ul. Vyžlovská,0
U953P18,U953S1E1,U953N7,2,1,,,E1 ul. Na Padesátém,0
U953P19,U953S1E2,U953N7,2,1,,,E2 ul.Žernovská,0
U953P20,U953S1E5,U953N8,5,1,135,,,1
U458P1,U458Z101P,U458N13,1,1,,"TRAM centrum, Barrandov",,0
U458P2,U458Z102P,U458N13,1,1,,"TRAM centrum, Barrandov",,0
U458P3,U458Z101P,U458Z102P,1,1,,,,0
U458P4,U458Z102P,U458N7,1,1,,"BUS Braník, Chuchle, Modřany",,0
U458P5,U458Z101P,U458N7,1,1,,"BUS Braník, Chuchle, Modřany",,0
U458P6,U458Z101P,U458N2,1,1,,,,0
U458P7,U458Z102P,U458N2,1,1,,,,0
U458P8,U458N17,U458N13,2,1,,,,0
U458P9,U458N3,U458N4,1,1,,"ul. Nádražní, Pošta",piktogram whealchair - invalidní vozík,0
U458P10,U458N8,U458N10,1,1,,,,0
U458P11,U458N3,U458N14,1,1,,,,0
U458P12,U458S1E10,U458N9,2,1,,,,0
U458P13,U458N10,U458N11,2,1,,"TRAM centrum, Barrandov",,0
U458P14,U458S1E9,U458N10,2,1,,"BUS Chuchle, Kačerov",,0
U458P15,U458N10,U458N12,2,1,,Příjezd vlaků - ČD,,0
U458P16,U458N7,U458N18,2,1,,,,0
U458P17,U458S1E2,U458N4,2,1,,,,0
U458P18,U458N1,U458N14,2,1,,,,0
U458P19,U458S1E5,U458N1,2,1,,,"TRAM centrum, Malostranská",0
U458P20,U458S1E6,U458N15,2,1,,,,0
U458P21,U458S1E7,U458N12,2,1,,,Vlak/Train  Příchod k vlakům,0
U458P22,U458S1E8,U458N12,2,1,,,"TRAM, BUS, Nádražní třída",0
U458P23,U458N9,U458N11,1,1,,,ulice Nádražní,0
U458P24,U458N2,U458N16,2,1,,"TRAM centrum, Malostranská",,0
U458P25,U458S1E3,U458N6,4,1,25,,"BUS Mníšek pod Brdy, Dobříš, Davle",0
U458P26,U458S1E4,U458N6,4,1,25,,"Odbavovací hala, Praha - Smíchov",0
U458P27,U458N2,U458N16,5,1,120,"TRAM centrum, Malostranská",,1
U458P28,U458S1E2,U458N4,5,1,120,,,1
U458P29,U458N5,U458N6,1,1,,"BUS Mníšek p.B., Dobříš, Praha - Smíchov",,0
U458P30,U458N1,U458N15,1,1,,,,0
U458P31,U458N5,U458N14,1,1,,"TRAM centrum, Malostranská",,0
U703P1,U703Z101P,U703Z102P,1,1,,,,0
U703P2,U703Z101P,U703N1,1,1,,"E1 - E3, Staroměstské nám., ul. Kaprova, ul. Křižovnická, nám. Jana Palacha",,0
U703P3,U703Z102P,U703N1,1,1,,"E1 - E3, Staroměstské nám., ul. Kaprova, ul. Křižovnická, nám. Jana Palacha",,0
U703P4,U703N1,U703N3,4,1,80,,,0
U703P5,U703S1E1,U703N2,2,1,,,"E1 náměstí Jana Palacha, Rudolfinum, ulice 17. listopadu",0
U703P6,U703S1E2,U703N2,2,1,,,"E2 ulice Křižovnická, Karlův most, Klementinum, Národní divadlo",0
U703P7,U703S1E3,U703N2,2,1,,,"E3 Staroměstské náměstí, ulice Kaprova, Mariánské náměstí, Josefov",0
U703P8,U703N2,U703N4,1,1,,,,0
U1140P1,U1140Z101P,U1140Z102P,1,1,,,,0
U1140P2,U1140N11,U1140Z101P,1,1,,,,0
U1140P3,U1140N11,U1140Z102P,1,1,,,,0
U1140P4,U1140Z101P,U1140N1,1,1,,,,0
U1140P5,U1140Z102P,U1140N1,1,1,,,,0
U1140P6,U1140N3,U1140N2,6,0,,,,0
U1140P7,U1140Z101P,U1140N5,1,1,,,,0
U1140P8,U1140Z102P,U1140N5,1,1,,,,0
U1140P9,U1140N6,U1140N7,7,0,,,,0
U1140P10,U1140N8,U1140N10,1,1,,,,0
U1140P11,U1140S1E4,U1140N7,1,1,,,E4,0
U1140P12,U1140N9,U1140N10,1,1,,,,0
U1140P13,U1140S1E1,U1140N8,1,1,,,,0
U1140P14,U1140S1E2,U1140N8,2,1,,,E2,0
U1140P15,U1140S1E3,U1140N9,2,1,,,E3,0
U1140P16,U1140N5,U1140N6,2,1,,E2 - E4,,0
U1140P17,U1140N1,U1140N2,2,1,,E1,,0
U1140P18,U1140S1E6,U1140N3,4,1,30,,E1,0
U1140P19,U1140N7,U1140N10,1,1,,BUS,,0
U1140P20,U1140N4,U1140S1E5,5,1,60,E5,,1
U713P1,U713Z101P,U713Z102P,1,1,,,,0
U713P2,U713Z101P,U713N1,1,1,,"E1 - E2 ulice Starostrašnická, V Olšinách",,0
U713P3,U713Z102P,U713N1,1,1,,"E1 - E2 ulice Starostrašnická, V Olšinách",,0
U713P4,U713N1,U713N2,2,1,,,,0
U713P5,U713N1,U713N2,5,1,100,,,1
U713P6,U713N4,U713N3,1,1,,,,0
U713P7,U713S1E2,U713N4,1,1,,,E2 ulice V Olšinách,0
U713P8,U713S1E1,U713N4,1,1,,,E1 ulice Starostrašnická,0
U713P9,U713S1E3,U713N3,2,1,,,,0
U332P1,U332N13,U332N4,1,1,,,"Prosek, Vysočany",0
U332P2,U332N13,U332N5,1,1,,"Prosek, Vysočany",,0
U332P3,U332N12,U332N1,1,1,,"Ďáblice, Bohnice","Prosek, Vysočany",0
U332P4,U332N12,U332N2,1,1,,,"Ďáblice, Bohnice",0
U332P5,U332N12,U332N10,1,1,,"BUS Vysočany, Opatov",Směr/Direction Háje,0
U332P6,U332N13,U332N8,5,1,30,,,1
U332P7,U332N12,U332N7,5,1,30,,,1
U332P8,U332N3,U332N7,5,1,30,,,1
U332P9,U332N8,U332N9,5,1,30,,,1
U332P10,U332N10,U332S1E9,5,1,50,,,0
U332P11,U332S1E4,U332N11,5,1,30,,,0
U332P12,U332N6,U332N11,5,1,30,,,0
U332P13,U332S1E4,U332N9,1,1,,,"Park Přátelství, Českolipská ulice",0
U332P14,U332S1E1,U332N3,1,1,,,"Ďáblice, Kobylisy, Teplická ulice",0
U332P15,U332N11,U332S1E5,1,1,,"BUS Českolipská ulice, Letňany",,0
U332P16,U332S1E3,U332N11,1,1,,,Jablonecká ulice,0
U332P17,U332S1E10,U332N10,2,1,,,"BUS Prosek, Vysočany, Skalka",0
U332P18,U332S1E6,U332N4,2,1,,,"BUS Českolipská ulice, Letňany",0
U332P19,U332N4,U332N9,2,1,,"Ďáblice, Kobylisy",Směr/Direction Háje,0
U332P20,U332N5,U332N8,2,1,,Směr/Direction Háje,"BUS Vysočany, Žižkov",0
U332P21,U332N5,U332S1E2,2,1,,Park Přátelsktví,,0
U332P22,U332N1,U332N3,2,1,,BUS MHD,Směr/Direction Letňany,0
U332P23,U332N2,U332N7,2,1,,"Park Přátelství, Českolipská, Letňany",Směr/Direction Háje,0
U332P24,U332N1,U332N3,4,0,25,BUS MHD,,0
U332P25,U332N4,U332N9,4,0,25,"Ďáblice, Kobylisy",,0
U332P26,U332N7,U332N8,1,1,,Směr/Direction Letňany,Směr/Direction Háje,0
U332P27,U332N8,U332N11,1,1,,"Park Přátelství, Českolipská ulice",Směr/Direction Letňany,0
U332P28,U332N3,U332N9,1,1,,Českolipská,"BUS Ďáblice, Kobylisy",0
U332P29,U332N13,U332N6,1,1,,"Park Přátelství, Českolipská ulice",,0
U332P30,U332N7,U332N10,1,1,,"BUS Vysočany, Opatov",Směr/Direction Letňany,0
U332P31,U332N12,U332N3,5,1,60,,,1
U332P32,U332N13,U332N9,5,1,60,,,1
U332P33,U332S1E4,U332N6,5,1,60,Park Přátelství,,0
U462P1,U462S1E1,U462N2,5,1,25,-1,E7,1
U462P2,U462N2,U462N3,5,1,25,,,1
U462P3,U462N3,U462N4,5,1,25,,,1
U462P4,U462S1E1,U462N4,5,1,60,-6,E7,1
U462P5,U462N7,U462N8,1,1,,"E1-E4 ul. Evropská, Vokovická",,0
U462P6,U462N8,U462N9,1,1,,,,0
U462P7,U462Z101P,U462Z102P,1,1,,,,0
U462P8,U462Z102P,U462N1,1,1,,"E1 - E6 ul. Evropská, Vokovická",,0
U462P9,U462Z101P,U462N1,1,1,,"E1 - E6 ul. Evropská, Vokovická",,0
U462P10,U462N5,U462N6,1,1,,,,0
U462P11,U462N7,U462N10,1,1,,"E6, E7 ulice Evropská",,0
U462P12,U462N1,U462N11,4,1,40,,,0
U462P13,U462N6,U462N7,4,1,25,,,0
U462P14,U462N1,U462N12,1,1,,E7,,0
U462P15,U462S1E7,U462N10,2,1,,,"E6 ulice Evropská, Červený Vrch",0
U462P16,U462S1E5,U462N8,2,1,,,"E4 ulice Evropská, ulice José Martího",0
U462P17,U462S1E4,U462N9,2,1,,,E3 Vozovna Vokovice,0
U462P18,U462S1E3,U462N9,2,1,,,"E2 Evropská ulice, ulice Na Luzích",0
U462P19,U462S1E2,U462N9,2,1,,,E1 ulice Vokovická,0
U462P20,U462N7,U462S1E6,4,0,20,,E5 Letiště/Airport,0
U100P1,U100S1E1,U100N6,2,1,,,,0
U100P2,U100S1E3,U100N7,2,1,,,,0
U100P3,U100S1E4,U100N7,2,1,,,,0
U100P4,U100N3,U100N4,4,1,40,,,0
U100P5,U100S1E2,U100N5,2,1,,,E2 ulice Antonínská,0
U100P6,U100S1E5,U100N5,2,1,,,E5 ulice Argentinská,0
U100P7,U100Z101P,U100Z102P,1,1,,,,0
U100P8,U100N3,U100Z101P,1,1,,,"E1 - E6, Bubenské nábřeží",0
U100P9,U100Z102P,U100N3,1,1,,"E1 - E6, Bubenské nábřeží",,0
U100P12,U100N3,U100N4,5,1,60,E4,,1
U100P14,U100N1,U100N6,1,1,,,,0
U100P15,U100N1,U100N5,1,1,,"Výtah, Lift",,0
U100P16,U100N5,U100N7,1,1,,"E3, E4 Bubenské nábřeží",,0
U100P17,U100S1E41,U100N7,5,1,60,,,1
U100P18,U100S1E1,U100S1E6,1,1,,E6 Vlak/Train,,0
U527P1,U527N1,U527N3,2,1,,,,0
U527P2,U527N2,U527N4,2,1,,,,0
U527P3,U527N3,U527N4,1,1,,,,0
U527P4,U527Z101P,U527N1,1,1,,E2 ul. Na Pankráci,,0
U527P5,U527N5,U527Z101P,1,1,,,,0
U527P6,U527N6,U527Z102P,1,1,,,,0
U527P7,U527Z102P,U527N2,1,1,,E1 ul. Kongresová,,0
U474P3,U474N13,U474N5,4,1,80,,,0
U474P4,U474Z102P,U474N6,1,1,,"E1 - E2 náměstí OSN, NC Fénix",,0
U474P5,U474Z101P,U474N6,1,1,,"E1 - E2 náměstí OSN, NC Fénix",,0
U474P6,U474S1E21,U474N12,5,1,25,,,1
U474P7,U474S1E11,U474N2,5,1,25,,,1
U474P8,U474N2,U474N3,1,1,,,E1 náměstí OSN,0
U474P9,U474N3,U474N12,1,1,,E2 ulice Freyova,,0
U474P10,U474N3,U474N14,1,1,,,,0
U474P12,U474N6,U474N7,5,1,80,,,1
U474P13,U474N5,U474N7,1,1,,,,0
U474P14,U474N8,U474N9,2,1,,,"TRAM Lehovec, centrum, Sokolovská ulice, Praha - Vysočany",0
U474P15,U474N8,U474N10,1,1,,,,0
U474P16,U474N11,U474N10,4,1,70,,,0
U474P17,U474S1E3,U474N15,1,1,,,,0
U474P18,U474Z102P,U474N9,1,1,,"E3 ulice Sokolovská, TRAM",,0
U474P19,U474Z101P,U474N9,1,1,,"E3 ulice Sokolovská, TRAM",,0
U474P20,U474Z102P,U474Z101P,1,1,,,,0
U474P22,U474S1E22,U474N12,1,1,,,,0
U474P23,U474N2,U474S1E1,2,1,,,,0
U474P24,U474S1E2,U474N12,2,1,,,,0
U474P25,U474N12,U474S1E2,4,0,25,,,0
U474P26,U474N2,U474S1E1,4,0,25,,,0
U921P1,U921Z101P,U921Z102P,1,1,,,,0
U921P2,U921Z101P,U921N1,1,1,,"E1 - E6, ul. Vinohradská, J. Želivského",,0
U921P3,U921Z102P,U921N1,1,1,,"E1 - E6, ul. Vinohradská, J. Želivského",,0
U921P4,U921N1,U921N7,4,1,55,,,0
U921P5,U921N2,U921N4,1,1,,"E1 - E2, ulice Izraelská, Don Giovani",,0
U921P6,U921N5,U921N4,1,1,,,"E2 ulice Izraelská, BUS",0
U921P7,U921N2,U921N3,1,1,,"E4, E5, E6 ul. Vinohradská",,0
U921P8,U921N3,U921N6,1,1,,,,0
U921P9,U921S1E3,U921N2,2,1,,,"E3 ulice Jana Želivského, Olšanské hřbitovy",0
U921P10,U921S1E5,U921N6,2,1,,,"E5 u. Vinohradská, H FN Král. Vinohrady",0
U921P11,U921S1E6,U921N3,2,1,,,"E6 ulice Vinohradská, TRAM, BUS",0
U921P12,U921S1E4,U921N6,2,1,,,E4 ul.Votická,0
U921P13,U921S1E21,U921N5,2,1,,,,0
U921P14,U921S1E2,U921N5,2,1,,,,0
U921P15,U921S1E1,U921N4,2,1,,,"E1 ulice Izraelská, ulice Vinohradská",0
U921P16,U921S1E1,U921N4,4,0,25,,"E1 ulice Izraelská, ulice Vinohradská",0
U921P17,U921N2,U921S1E3,4,0,25,"E3 ulice Jana Želivského, Olšanské hřbitovy",,0
U1141P1,U1141Z101P,U1141Z102P,1,1,,,,0
U1141P2,U1141Z102P,U1141N1,1,1,,"E1 BUS Terminal, P+R",,0
U1141P3,U1141Z101P,U1141N1,1,1,,"E1 BUS Terminal, P+R",,0
U1141P7,U1141N1,U1141N4,5,1,40,,,1
U1141P8,U1141N1,U1141N4,2,1,,,,0
U1141P10,U1141N2,U1141S1E1,1,1,,,,0
U1072P66,U1072S1E1,U1072N50,5,1,100,,,0
U539P11,U539N4,U539N7,5,1,90,,,0
U539P12,U539S1E2,U539N5,5,1,90,,,0
U237P40,U237Z101P,U237N24,1,1,,E8 Výtah/Lift,,0
U237P41,U237Z102P,U237N24,1,1,,E8 Výtah/Lift,,0
U237P42,U237N24,U237N23,5,1,60,,,0
U237P43,U237N23,U237N25,1,1,,,,0
U237P44,U237N22,U237S1E10,5,1,80,,,0
U675P25,U675N13,U675S1E8,1,1,,E8 Klapkova ulice,,0
U675P26,U675N13,U675S1E81,2,1,,E8 Katastrální úřad,,0
U286P16,U286S1E11,U286N5,1,1,,,E1 ul. Kupeckého,0
U480P31,U480S1E52,U480N4,1,1,,,,0
U480P32,U480S1E51,U480N4,1,1,,,,0
U529P31,U529N16,U529N1,1,1,,E9 ulice Na Žertvách,,0
U529P32,U529N16,U529N2,1,1,,E5 - E6 ulice Zenklova,,0
U135P9,U135N5,U135N9,1,1,,E1 - E4,,0
U135P20,U135Z101P,U135Z102P,1,1,,,,0
U897P19,U897S1E15,U897N1,2,1,,,E1 BUS Terminal,0
U897P20,U897S1E13,U897N3,1,1,,,Východ/Exit,0
U897P22,U897N3,U897N1,1,1,,,E1 sídliště Černý Most,0
U897P21,U897S1E16,U897N3,2,1,,,Nástupiště PID,0
U897P23,U897S1E17,U897N4,2,1,,,E1 Dálková doprava 1-8,0
U897P24,U897S1E14,U897N5,1,1,,,Východ/Exit,0
U897P26,U897N4,U897N5,1,1,,,E1 sídliště Černý Most,0
U897P25,U897S1E18,U897N5,2,1,,,Nástupiště PID,0
U897P1,U897N7,U897S1E2,1,1,,E2 ul. Chlumecká P+R,,0
U897P2,U897N7,U897N6,1,1,,E1 BUS Terminal,E2 ul. Chlumecká P+R,0
U1007P11,U1007N5,U1007S1E3,1,1,,E3 ul. Kettnerova,,0
U1007P12,U1007N5,U1007S1E2,1,1,,E2 ul. U Jezera,,0
U1007P13,U1007N5,U1007S1E4,1,1,,E2 - E3 ,,0
U953P22,U953Z102P,U953N10,1,1,,,E1 - E4 ul. Na Padesátém,0
U953P23,U953N10,U953N3,2,1,,E1 - E4,,0
U953P29,U953N19,U953N10,1,1,,,,0
U1154P10,U1154Z101P,U1154Z102P,1,1,,,,0
U228P9,U228N3,U228S1E1,1,1,,,,0
U228P7,U228N3,U228S1E3,1,1,,,,0
U228P8,U228N2,U228N4,1,1,,,,0
U142P39,U142N32,U142N35,1,1,,"S; Sever, North",,0
U953P21,U953Z101P,U953N10,1,1,,,E1 - E4 ul. Na Padesátém,0
U953P3,U953Z102P,U953N1,1,1,,,E1 - E4 ul. Na Padesátém,0
U1007P14,U1007S1E21,U1007N2,1,1,,,,0
U539P14,U539N7,U539N6,6,0,,,,0
U539P15,U539N6,U539N7,7,0,,,,0
U539P16,U539N2,U539N8,6,0,,,,0
U539P17,U539N8,U539N2,7,0,,,,0
U703P9,U703N3,U703N4,7,0,,,,0
U703P10,U703N4,U703N3,6,0,,,,0
U321P25,U321N13,U321N10,7,0,,,,0
U321P14,U321N11,U321N10,1,1,,,,0
U321P27,U321N10,U321N13,6,0,,,,0
U321P35,U321N15,U321N9,7,0,,,,0
U321P33,U321N9,U321N16,6,0,,,,0
U321P36,U321N16,U321N9,7,0,,,,0
U321P34,U321N9,U321N15,6,0,,,,0
U321P37,U321N6,U321N14,1,1,,,,0
U157P24,U157N11,U157N2,1,1,,"Evropská, Africká, Lift",,0
U157P25,U157N10,U157N11,7,0,,,,0
U157P23,U157N2,U157S1E12,2,1,20,Evropská ulice,,0
U157P26,U157N11,U157N10,6,0,,,,0
U157P28,U157N12,U157N9,7,0,,,,0
U157P27,U157N9,U157N12,6,0,,,,0
U462P21,U462N12,U462N4,7,0,,,,0
U462P22,U462N4,U462N12,6,0,,,,0
U462P23,U462N13,U462N5,7,0,,,,0
U462P24,U462N5,U462N13,6,0,,,,0
U462P26,U462N2,U462N10,1,1,,,,0
U462P27,U462N13,U462N11,1,1,,,,0
U507P1,U507N6,U507N1,4,1,120,,,0
U507P12,U507S1E2,U507N6,6,0,120,,,0
U507P15,U507N3,U507N7,7,0,,,,0
U507P14,U507N7,U507N3,6,0,,,,0
U306P19,U306N9,U306N10,7,0,,,,0
U306P20,U306N10,U306N9,6,0,,,,0
U306P17,U306N8,U306N10,7,0,,,,0
U306P18,U306N10,U306N8,6,0,,,,0
U306P7,U306Z101P,U306N11,1,1,,,,0
U306P22,U306N11,U306S1E6,7,0,,,,0
U163P26,U163N13,U163N2,7,0,,,"ulice Milady Horákové, Dejvická, Bubenečská, Praha - Dejvice",0
